	chr6_122698000_122699000
V1	0.00125150045035164
V2	0.00982056086944781
V3	0.00871863516885666
V4	0.0111906046289334
V5	0.185162679728783
V6	0.175448046404931
V7	0.0100826797033391
V8	0.0261418418292566
V9	0.0071868230529534
V10	0.10992789447792
V11	0.00539145734459607
V12	0.098210157079115
V13	0.0681520784631394
V14	0.0133573961881842
V15	0.0270166445099259
V16	0.110878424173584
V17	0.0124520322819272
V18	0.13948546189136
V19	0.00957775803047892
V20	0.00509530932474501
V21	0.00384337805087074
V22	0.0214069825210266
V23	0.0579532559477382
V24	0.0236277056502175
V25	0.00807532217399426
V26	0
V27	0.0878571746363383
V28	0.0115559426501778
V29	0.0251496777236471
V30	0.0440873747771792
V31	0.0258851404392142
V32	0
V33	0.127590706741481
V34	0
V35	0.0616114145307653
V36	0.0308181783526777
V37	0.0149398008567692
V38	0.175596490830266
V39	0
V40	0.00662912133199388
V41	0.06468717172396
V42	0.262197932286619
V43	0.010034127473628
V44	0.010044663486397
V45	0
V46	0.041379991077599
V47	0.0129591452174653
V48	0.0137699681751374
V49	0.0171150371762036
V50	0
V51	0
V52	0
V53	0.0162222643866356
V54	0.0132228617798022
V55	0
V56	0
V57	0.0197117900301573
V58	0
V59	0
V60	0.050480070948426
V61	0.0465161387610899
V62	0.025413695323132
V63	0
V64	0
V65	0
V66	0
V67	0
V68	0.0185727486815821
V69	0.0501818757149852
V70	0
