	chr6_122708000_122709000
V1	0.0322076654771298
V2	0.0226311587179435
V3	0.0764047946724382
V4	0.0694183134585698
V5	0.306258522621
V6	0.161310412388363
V7	0.0442963062822441
V8	0.17289524077185
V9	0.0444125674919139
V10	0.0890855056391258
V11	0.0427491949843509
V12	0.111266287464248
V13	0.177092696532998
V14	0.039122093867509
V15	0.166037340565031
V16	0.145201048927807
V17	0.0438424436479809
V18	0.11189375640561
V19	0.0373905692992035
V20	0.0199445350568272
V21	0.0160145331035749
V22	0.0888841563393003
V23	0.0811502600604766
V24	0.0581703808175347
V25	0.0652668266683103
V26	0.106350566183868
V27	0.107402550603433
V28	0.0543694819774512
V29	0.174604215717134
V30	0.149811331617062
V31	0.0479488674701105
V32	0.0366182798599884
V33	0.118953177094486
V34	0.0210371845274562
V35	0.0986226941775939
V36	0.0537356607102209
V37	0.0355590469017907
V38	0.19161475873043
V39	0.0708742220674924
V40	0.0353676683258621
V41	0.16670271733801
V42	0.224313054051867
V43	0.0158271570836921
V44	0.0709724702760018
V45	0.0676522939629104
V46	0.189483307974196
V47	0.0446707003666303
V48	0.0438144168648947
V49	0.0747994440396014
V50	0.0868213709176517
V51	0
V52	0.039019872014545
V53	0.0834783632497008
V54	0.0297822068209975
V55	0.0683843303614035
V56	0
V57	0.0903405943974837
V58	0.0647031771935761
V59	0.142769020866565
V60	0.207559408419254
V61	0.185969255730461
V62	0.0591524751593858
V63	0.0521769005770057
V64	0.0111542897358143
V65	0.119539788612435
V66	0.0474385121325325
V67	0.116708377080313
V68	0.20431762556284
V69	0.128576941150314
V70	0.126240426884813
