	chr6_122801000_122802000
V1	0.0392615826096131
V2	0.246061762974377
V3	0.355655772478685
V4	0.163815505193916
V5	0.376070171079921
V6	0.448841558177246
V7	0.237965245387938
V8	0.352003305654884
V9	0.162863895688156
V10	0.304908033274508
V11	0.265620615346083
V12	0.335086075571036
V13	0.33588091389687
V14	0.306335376862541
V15	0.2914927251188
V16	0.360380390400039
V17	0.232348069754619
V18	0.311767328578413
V19	0.225732189733094
V20	0.27041081611209
V21	0.0943183718505497
V22	0.253763576280348
V23	0.34275323252861
V24	0.220988813592103
V25	0.217467643406317
V26	0.0733015787691478
V27	0.366662170711727
V28	0.218345162923788
V29	0.217766590042983
V30	0.22637676548637
V31	0.301331274317682
V32	0.244171539729656
V33	0.370112294277741
V34	0.278573856052096
V35	0.166139859982869
V36	0.131649550660106
V37	0.192813056881174
V38	0.461104188186682
V39	0.2098237679669
V40	0.18872325240271
V41	0.280758307100237
V42	0.419042781087442
V43	0.175942852124751
V44	0.204517069920236
V45	0.212669839982892
V46	0.177795828264517
V47	0.301014928377939
V48	0.366759408764976
V49	0.256151517692372
V50	0.282303765842229
V51	0.260249848951592
V52	0.24330393744144
V53	0.234747910588691
V54	0.203146231606951
V55	0.268141729184903
V56	0.177592374396788
V57	0.221711890780977
V58	0.233734704783261
V59	0.173171023631737
V60	0.407601480517968
V61	0.370046740705325
V62	0.34578633721802
V63	0.233894885366013
V64	0.227139903343845
V65	0.102659061327316
V66	0.306116547387241
V67	0.180651355297968
V68	0.489631507366841
V69	0.185281451003174
V70	0.21568208891834
