	chr6_122821000_122822000
V1	0.0377863913863569
V2	0.0690926177344183
V3	0.179777478828166
V4	0.0701034066266144
V5	0.190868555800943
V6	0.157279774163444
V7	0.0675318192328595
V8	0.0665858590243032
V9	0.043111288952759
V10	0.0971899729547872
V11	0.0957893250089214
V12	0.112113219421892
V13	0.0908443110647124
V14	0.0596434870717563
V15	0.0971640782479475
V16	0.0872383807712971
V17	0.0616021736938572
V18	0.115515696123819
V19	0.105570317258093
V20	0.0824882663942403
V21	0.037498330812821
V22	0.129173580408792
V23	0.232456342122215
V24	0.0702052892213665
V25	0.104576741436114
V26	0.0832810422964738
V27	0.102429279021565
V28	0.0829394981398737
V29	0.181053925601906
V30	0.100169762912376
V31	0.194388988121576
V32	0.111652607798328
V33	0.129985379415107
V34	0.0749134285384585
V35	0.0338741370045536
V36	0.0795802267846699
V37	0.0683661835297838
V38	0.0724444271973722
V39	0.0964389258529835
V40	0.0651861924207897
V41	0.148932109470482
V42	0.135944241151846
V43	0.0339389393949949
V44	0.0826268135516609
V45	0.15674535772985
V46	0.0632355679970347
V47	0.0515318306252634
V48	0.1656339760537
V49	0.0813525025544471
V50	0.104762278730931
V51	0.111687187368395
V52	0.0669965494175974
V53	0.0691297496874373
V54	0.09478580808896
V55	0.131884567837712
V56	0.0873255108329837
V57	0.0762818045176548
V58	0.0680496761653763
V59	0.0875419940027259
V60	0.246206571562579
V61	0.153602580608346
V62	0.0675613123722797
V63	0.061398784164401
V64	0.0998861876352409
V65	0.107880889337631
V66	0.137256952533899
V67	0.156906869799274
V68	0.197816744128084
V69	0.152323153376547
V70	0.128520766193256
