	chr6_122610000_122611000
V1	0.0261603520473254
V2	0.026778439373191
V3	0.0397253892827946
V4	0.0404467337819993
V5	0.253460284042628
V6	0.296034088180803
V7	0.0306269936728642
V8	0.297487378522497
V9	0.0273958447840707
V10	0.164284380435208
V11	0.0376947412770344
V12	0.271973653481767
V13	0.206421585190706
V14	0.0405742223871278
V15	0.0971844456357617
V16	0.195554471462848
V17	0.0801981797269806
V18	0.23871207821294
V19	0.00658596609689097
V20	0.0309878273781259
V21	0.0174272448759864
V22	0.0617699170202085
V23	0.149319366035786
V24	0.0553692802512842
V25	0.0142905173601182
V26	0.0645174958456978
V27	0.295643795704674
V28	0.0331650146288609
V29	0.0603697710450998
V30	0.104719744638476
V31	0.0970009633699981
V32	0.0346355905487518
V33	0.233558386361133
V34	0.0566797081755966
V35	0.0630286732358444
V36	0
V37	0.0451715210586517
V38	0.311423817598654
V39	0.0847329984545293
V40	0.0332823244812848
V41	0.138531070611235
V42	0.343714614514522
V43	0.0168460564356184
V44	0.0467577748812196
V45	0.120088379547815
V46	0.0473751018831084
V47	0.0433087427694073
V48	0.0281629736746739
V49	0.0623500024422909
V50	0.0424043011998522
V51	0.0162312582204136
V52	0.0788904296828072
V53	0.0501029480709345
V54	0.0795298087014235
V55	0.0511437094651114
V56	0.0817077817353531
V57	0.0529895874285475
V58	0.059494743196892
V59	0.117684243468303
V60	0.253477268172886
V61	0.2748661663407
V62	0.0953899778418883
V63	0.040708278702616
V64	0.065530916536751
V65	0.0640712092660497
V66	0.101745540735604
V67	0.0674720584366419
V68	0.216410009852715
V69	0.174548798225077
V70	0.114596287927481
