	chr6_122609000_122610000
V1	0.0289531386594693
V2	0.060071396642947
V3	0.0656031598115045
V4	0.0965416823119806
V5	0.314404505598562
V6	0.451607711530254
V7	0.0498589771298671
V8	0.461622981957077
V9	0.0772386425118851
V10	0.236639263484762
V11	0.0553674470648174
V12	0.301696116324348
V13	0.37786542095194
V14	0.0386039347066848
V15	0.170497615709915
V16	0.296028920675031
V17	0.16146691576693
V18	0.263359875785955
V19	0.0565538456299889
V20	0.0367566563976513
V21	0.01666006636597
V22	0.151334527563211
V23	0.14160850355425
V24	0.0915653794079336
V25	0.0626870117329717
V26	0.0669242467080448
V27	0.430959659812644
V28	0.0847444114425257
V29	0.110159787895054
V30	0.135635066023858
V31	0.071098229608854
V32	0.036133282885457
V33	0.310789327110967
V34	0.0717078517031005
V35	0.0791984995094957
V36	0.109375305785474
V37	0.0785930299405154
V38	0.327988117707001
V39	0.0856918258153077
V40	0.0649610009100165
V41	0.301460349797954
V42	0.476350631156796
V43	0.0861281076918669
V44	0.0607814307554099
V45	0.188166014357404
V46	0.127860815432607
V47	0.0640672304311487
V48	0.0870786101885795
V49	0.101360361399026
V50	0.0640717127079406
V51	0.0346652763989056
V52	0.105971173825212
V53	0.0603058162824691
V54	0.123025326259479
V55	0.039197388564715
V56	0.157444172314636
V57	0.0847461696641501
V58	0.118319697327837
V59	0.306780431710199
V60	0.265061384908633
V61	0.350717525218943
V62	0.0468415480875171
V63	0.0949354946443145
V64	0.117107294967566
V65	0.096663130882498
V66	0.173391994460657
V67	0.19335156936851
V68	0.283401632488778
V69	0.198460876883827
V70	0.15267551082539
