	chr6_122819000_122820000
V1	0.102377860178628
V2	0.327347579838687
V3	0.411820510529629
V4	0.179525706902417
V5	0.286304593213339
V6	0.312320467773635
V7	0.299325500779707
V8	0.265870603168391
V9	0.157184912332386
V10	0.190493791250947
V11	0.23803656223105
V12	0.259688621547432
V13	0.21090026808887
V14	0.356542940187758
V15	0.203100270153791
V16	0.243993906541641
V17	0.148107397581226
V18	0.217052934465687
V19	0.187624962614589
V20	0.368057507690887
V21	0.121074132318939
V22	0.218404459050211
V23	0.459320727857786
V24	0.221035537271542
V25	0.239969444196858
V26	0.1080568161281
V27	0.122779281677592
V28	0.188470822471637
V29	0.324121875129178
V30	0.201077846770907
V31	0.44314659218827
V32	0.35330737164373
V33	0.250925659217818
V34	0.384379049827245
V35	0.186825328186854
V36	0.164409449270192
V37	0.213014576663273
V38	0.134511097675986
V39	0.148126557100835
V40	0.201901013165483
V41	0.320771974174619
V42	0.230328977440682
V43	0.33497895311161
V44	0.171901187963393
V45	0.335626263250329
V46	0.170935243846663
V47	0.31807169768246
V48	0.548340177218387
V49	0.139966796238103
V50	0.376861060722004
V51	0.384774173984498
V52	0.355472633400559
V53	0.250843966077936
V54	0.257367069242047
V55	0.389909708315801
V56	0.146415843270337
V57	0.181596408219344
V58	0.286451746545828
V59	0.141657614571648
V60	0.242276278344059
V61	0.195776807757117
V62	0.35883996308878
V63	0.206158827801039
V64	0.279916284942436
V65	0.170190072130114
V66	0.589352738502038
V67	0.240185241243188
V68	0.380918510040724
V69	0.125667460560031
V70	0.247485655559444
