	chr6_122802000_122803000
V1	0.0260877392664267
V2	0.146652689737101
V3	0.263954910696916
V4	0.0900355158285048
V5	0.243405456503261
V6	0.289052815411497
V7	0.107837328583573
V8	0.232762948410577
V9	0.0769211119665519
V10	0.183468375951808
V11	0.176253008596553
V12	0.222614570249853
V13	0.151885713025713
V14	0.215980880565647
V15	0.134950525694508
V16	0.225613701752323
V17	0.167738113059431
V18	0.168543531391678
V19	0.139257981836365
V20	0.145601971959085
V21	0.0425598579997687
V22	0.20948440074843
V23	0.200562423045542
V24	0.154400565277377
V25	0.210211506908179
V26	0.0531427841903075
V27	0.177390126598584
V28	0.153399076784817
V29	0.10741533034746
V30	0.186116932721521
V31	0.274433527650357
V32	0.212179368733026
V33	0.219635503946659
V34	0.222328114886563
V35	0.172926857281576
V36	0.0653404848582984
V37	0.114384572701395
V38	0.319166306166086
V39	0.0717976034231614
V40	0.125754673241549
V41	0.162996716985665
V42	0.260418487423191
V43	0.111009996026993
V44	0.155011801162888
V45	0.182505763744976
V46	0.125676199731468
V47	0.171628101746224
V48	0.247690438860216
V49	0.161562493577773
V50	0.119594808333909
V51	0.149627069170178
V52	0.18292372147238
V53	0.0822015151230086
V54	0.160776256906954
V55	0.175824327563958
V56	0.05417344941258
V57	0.137197398642942
V58	0.100374025150928
V59	0.0728029675391915
V60	0.252119825678434
V61	0.242105639364076
V62	0.296390316410419
V63	0.146321863739487
V64	0.169827373465724
V65	0.0493377673511727
V66	0.210997008376647
V67	0.101949263854367
V68	0.258552134377457
V69	0.225548394955639
V70	0.104482551295546
