	chr6_122780000_122781000
V1	0.00592064629743978
V2	0.0132398444438224
V3	0.0634102276685049
V4	0.0298760973996775
V5	0.285633611786932
V6	0.172343899084655
V7	0.0549981450463524
V8	0.346725358069999
V9	0.0311149405480944
V10	0.0687433398280866
V11	0.0399864740654118
V12	0.0814199460674657
V13	0.322487216193107
V14	0.0194295441189393
V15	0.0981561122802442
V16	0.160353358504636
V17	0.00292701311892087
V18	0.138506915171139
V19	0.0278626653774939
V20	0.024491781096485
V21	0.0306035964223391
V22	0.0825560478749579
V23	0.128847984375897
V24	0.0314312121892771
V25	0.059533196759596
V26	0.0246541402987047
V27	0.387220173633535
V28	0.0505507301770315
V29	0.102613198467834
V30	0.138415356354974
V31	0.0320764275126021
V32	0.0363721065906544
V33	0.0947343426747038
V34	0.0136376564245312
V35	0.104542086300717
V36	0.0216468752560732
V37	0.076474907909989
V38	0.104488888496922
V39	0.0389690653718388
V40	0.0337703252961045
V41	0.204133064842883
V42	0.0952692806883702
V43	0.0178475397667991
V44	0.0999911096547406
V45	0.0498400902907575
V46	0.0656448553161241
V47	0.0259649632581007
V48	0.0759921089602036
V49	0.0607221925336591
V50	0.0538548504403905
V51	0.0486253525109427
V52	0.0607922991509332
V53	0.0224519808384508
V54	0.0445904312027836
V55	0.0591885636742255
V56	0.035568080552394
V57	0.0897982947339852
V58	0.0308382239120748
V59	0.0972972407538208
V60	0.142678207602106
V61	0.473607848369736
V62	0
V63	0.0423197581041434
V64	0.0515540350930004
V65	0.0659881279734779
V66	0
V67	0.0808716579698548
V68	0.0710004200367815
V69	0.117981829397434
V70	0.11810591261244
