	chr6_122625000_122626000
V1	0.015872016777318
V2	0.0445752193671952
V3	0.056887943164651
V4	0.0218471405799353
V5	0.166893415579679
V6	0.216695101137556
V7	0.0328940768137538
V8	0.211910066267976
V9	0.0125946967254745
V10	0.103947232625281
V11	0.0372319047109818
V12	0.230174987058552
V13	0.202915550195984
V14	0.0154070164113712
V15	0.0437261972158736
V16	0.145710958433854
V17	0.055796737581443
V18	0.140585392165825
V19	0.0123686660601429
V20	0.00929281457767072
V21	0.00763028107179227
V22	0.0718919247724075
V23	0.0877402808753335
V24	0.0233555412969133
V25	0.0475615614075213
V26	0.0243061591822468
V27	0.148770055084722
V28	0.0408777306356133
V29	0.0307600494369193
V30	0.0185963919785991
V31	0.0484750890040981
V32	0
V33	0.184362805165197
V34	0.0171061569732312
V35	0.0514318211107387
V36	0.0257320103495846
V37	0.0441697156588161
V38	0.118657840933415
V39	0.0086595889248586
V40	0.0229951293825276
V41	0.0311149735018452
V42	0.195894730407078
V43	0.0238811625865915
V44	0.0808023238657676
V45	0.0202260545938819
V46	0.0429624889873444
V47	0.0105645916680381
V48	0.047889824438538
V49	0.0605890854486358
V50	0.0197193340757912
V51	0.0212954568410356
V52	0.0200101511642778
V53	0.0117122212286647
V54	0.0209776672352518
V55	0.0443257046140251
V56	0.0133366439519278
V57	0.0455456337392626
V58	0.0454451379224357
V59	0
V60	0.156892660883687
V61	0.0693420819072561
V62	0.0670807235503894
V63	0.0222733634757592
V64	0.0152652152878199
V65	0.0361601938164453
V66	0.0472597614996379
V67	0.0253878282458385
V68	0.0807167125030655
V69	0.190981687433782
V70	0
